NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
PAHANG,PPD ROMPIN,SMK,CEA8026,SEKOLAH MENENGAH KEBANGSAAN MUADZAM JAYA,JALAN SEKOLAH AGAMA,26700,MUADZAM SHAH,094501120,094501121,CEA8026@moe.edu.my,Luar Bandar,979,75,TIADA,ADA,103.0765525,3.079434094
PAHANG,PPD ROMPIN,SMK,CEA8027,SEKOLAH MENENGAH KEBANGSAAN SELANCAR,JALAN SELANCAR 6,26700,MUADZAM SHAH,094371357,094371357,CEA8027@moe.edu.my,Luar Bandar,218,37,TIADA,ADA,102.9497245,2.691494604
PAHANG,PPD ROMPIN,SMK,CEA8028,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PUTERI,"KM 6, JALAN SABAK",26800,KUALA ROMPIN,094143032,094143031,CEA8028@moe.edu.my,Luar Bandar,301,39,ADA,ADA,103.445,2.81703
PAHANG,PPD ROMPIN,SMK,CEA8029,SEKOLAH MENENGAH KEBANGSAAN SELENDANG,JALAN SEKOLAH SELENDANG 1,26800,KUALA ROMPIN,094140071,094140072,CEA8029@moe.edu.my,Luar Bandar,176,27,TIADA,ADA,103.433187,2.652835627
PAHANG,PPD ROMPIN,SMK,CEA8030,SEKOLAH MENENGAH KEBANGSAAN PONTIAN JAYA,"KG.PARIT,PONTIAN",26800,KUALA ROMPIN,094140041,094140042,CEA8030@moe.edu.my,Luar Bandar,265,41,TIADA,ADA,103.5307548,2.748689487
PAHANG,PPD ROMPIN,SMK,CEA8031,SEKOLAH MENENGAH KEBANGSAAN ROMPIN PERMAI,"JALAN PANTAI HIBURAN, KUALA ROMPIN",26800,ROMPIN,094141273,094141280,CEA8031@moe.edu.my,Luar Bandar,358,33,TIADA,ADA,103.5017583,2.795195344
PAHANG,PPD ROMPIN,SMK,CEA8032,SEKOLAH MENENGAH KEBANGSAAN MUADZAM SHAH,JALAN SEKOLAH,26700,MUADZAM SHAH,094522171,094526177,CEA8032@moe.edu.my,Luar Bandar,547,82,ADA,ADA,103.09,3.06012
PAHANG,PPD MARAN,SMK,CEA9059,SEKOLAH MENENGAH KEBANGSAAN MARAN,JALAN BERKAT,26500,MARAN,094771243,094773904,CEA9059@moe.edu.my,Luar Bandar,592,75,ADA,ADA,102.772,3.58842
PAHANG,PPD MARAN,SMK,CEA9060,SEKOLAH MENENGAH TENGKU AMPUAN AFZAN,CHENOR,28100,CHENOR,092995373,092996173,CEA9060@moe.edu.my,Luar Bandar,646,71,ADA,ADA,102.589,3.48436
PAHANG,PPD MARAN,SMK,CEA9114,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 2,FELDA CEMPAKA JENGKA 2,26430,BANDAR JENGKA,094674325,094674188,CEA9114@moe.edu.my,Luar Bandar,690,90,ADA,ADA,102.614,3.71317
PAHANG,PPD MARAN,SMK,CEA9116,SEKOLAH MENENGAH KEBANGSAAN (LKTP) KAMPUNG AWAH,FELDA KAMPUNG AWAH (LKTP),28030,TEMERLOH,092987229,092986745,CEA9116@moe.edu.my,Luar Bandar,265,34,TIADA,ADA,102.5266871,3.507413361
PAHANG,PPD MARAN,SMK,CEA9133,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 6,FELDA JENGKA 6,26410,BANDAR JENGKA,094764446,094764446,CEA9133@moe.edu.my,Luar Bandar,338,38,TIADA,ADA,102.6229944,3.641756301
PAHANG,PPD MARAN,SMK,CEA9157,SEKOLAH MENENGAH KEBANGSAAN JENGKA PUSAT,BANDAR JENGKA,26400,BANDAR JENGKA,094677581,094677580,CEA9157@moe.edu.my,Bandar,682,81,ADA,ADA,102.546965,3.775304
PAHANG,PPD MARAN,SMK,CEA9158,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 10,FELDA JENGKA 10,26400,BANDAR JENGKA,094663320,094663610,CEA9158@moe.edu.my,Bandar,232,27,TIADA,ADA,102.544,3.83439
PAHANG,PPD MARAN,SMK,CEA9160,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 18,FELDA JENGKA 18,26400,BANDAR JENGKA,094852712,094851724,CEA9160@moe.edu.my,Luar Bandar,467,43,TIADA,ADA,102.537,3.59859
PAHANG,PPD MARAN,SMK,CEA9161,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 21,FELDA JENGKA 21,26400,BANDAR JENGKA,094862325,094862325,CEA9161@moe.edu.my,Luar Bandar,186,32,ADA,ADA,102.472,3.73321
PAHANG,PPD MARAN,SMK,CEA9162,SEKOLAH MENENGAH KEBANGSAAN JENGKA PUSAT 2,LINTASAN SEMARAK,26400,BANDAR TUN ABDUL RAZAK JE,094663168,094664658,CEA9162@moe.edu.my,Bandar,517,47,TIADA,ADA,102.559,3.75562
PAHANG,PPD MARAN,SMK,CEA9163,SEKOLAH MENENGAH KEBANGSAAN SERI JENGKA,PEKAN TAJAU,26500,MARAN,094771671,094772007,CEA9163@moe.edu.my,Luar Bandar,453,58,TIADA,ADA,102.6913714,3.558405857
PAHANG,PPD MARAN,SMK,CEA9164,SEKOLAH MENENGAH KEBANGSAAN MARAN 2,JALAN MARAN KUANTAN,26500,MARAN,094771136,094771136,CEA9164@moe.edu.my,Luar Bandar,259,31,TIADA,ADA,102.797,3.59223
PAHANG,PPD MARAN,SMK,CEA9165,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 16,"FELDA SENA JENGKA 16, JALAN UTAMA",26400,BANDAR JENGKA,094663789,094661466,CEA9165@moe.edu.my,Bandar,451,56,TIADA,ADA,102.534,3.69641
PAHANG,PPD MARAN,SMK,CEA9166,SEKOLAH MENENGAH KEBANGSAAN JENGKA 12,FELDA JENGKA 12,26400,BANDAR JENGKA,094864312,094863764,CEA9166@moe.edu.my,Bandar,392,36,TIADA,ADA,102.4865815,3.774927841
PAHANG,PPD MARAN,SMK,CEA9167,SEKOLAH MENENGAH KEBANGSAAN SRI JAYA,JALAN BELIMBING,26020,MARAN,094789223,094789223,CEA9167@moe.edu.my,Luar Bandar,212,25,TIADA,ADA,102.909,3.66077
PAHANG,PPD MARAN,SMK,CEA9168,SEKOLAH MENENGAH KEBANGSAAN DESA JAYA,"JALAN HOSPITAL, BANDAR TUN ABDUL RAZAK JENGKA",26400,BANDAR TUN ABDUL RAZAK JE,094676897,TIADA,CEA9168@moe.edu.my,Bandar,306,30,TIADA,ADA,102.5550219,3.775792558
PAHANG,PPD MARAN,SMK,CEA9169,SEKOLAH MENENGAH KEBANGSAAN CEDUNG JAYA,JALAN TAMAN SERI KERAMAT,26500,MARAN,094771577,094771576,CEA9169@moe.edu.my,Luar Bandar,299,33,TIADA,ADA,102.773,3.57794
PAHANG,PPD BERA,SMK,CEAA061,SEKOLAH MENENGAH KEBANGSAAN BERA,BANDAR 32,28300,TRIANG,092461502,092461502,CEAA061@moe.edu.my,Luar Bandar,424,43,ADA,ADA,102.608,3.2622
PAHANG,PPD BERA,SMK,CEAA062,SEKOLAH MENENGAH KEBANGSAAN MENGKARAK,KAMPUNG MENGKARAK,28200,BANDAR BERA,092552215,092552258,CEAA062@moe.edu.my,Bandar,719,89,ADA,ADA,102.461,3.3096
PAHANG,PPD BERA,SMK,CEAA115,SEKOLAH MENENGAH KEBANGSAAN BUKIT MENDI,FELDA BUKIT MENDI,28320,TRIANG,092459514,092457522,CEAA115@moe.edu.my,Luar Bandar,379,38,ADA,ADA,102.309,3.20769
PAHANG,PPD BERA,SMK,CEAA156,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PURUN,FELDA PURUN,28330,TRIANG,092481997,092481997,CEAA156@moe.edu.my,Luar Bandar,547,68,ADA,ADA,102.631,3.37508
PAHANG,PPD BERA,SMK,CEAA159,SEKOLAH MENENGAH KEBANGSAAN KEMAYAN,KEMAYAN,28380,KEMAYAN,092408501,092408475,CEAA159@moe.edu.my,Luar Bandar,453,49,ADA,ADA,102.3763591,3.134703805
PAHANG,PPD BERA,SMK,CEAA161,SEKOLAH MENENGAH KEBANGSAAN BANDAR KERAYONG,JALAN TEMERLOH,28200,BANDAR BERA,092506881,092506881,CEAA161@moe.edu.my,Bandar,760,61,ADA,ADA,102.449,3.26333
PAHANG,PPD BERA,SMK,CEAA162,SEKOLAH MENENGAH KEBANGSAAN TEMBANGAU,FELDA TEMBANGAU,28380,KEMAYAN,064683860,064683860,CEAA162@moe.edu.my,Luar Bandar,404,47,ADA,ADA,102.533,3.0292
PAHANG,PPD BERA,SMK,CEAA163,SEKOLAH MENENGAH KEBANGSAAN SERI BERA,KG. KERAYONG,28200,BANDAR BERA,092505378,092505801,CEAA163@moe.edu.my,Bandar,503,51,TIADA,ADA,102.459628,3.28982
PAHANG,PPD BERA,SMK,CEAA164,SEKOLAH MENENGAH KEBANGSAAN TRIANG 3,FELDA TRIANG 3,28300,TRIANG,092469923,092469921,CEAA164@moe.edu.my,Luar Bandar,202,30,ADA,ADA,102.569,3.2591
PAHANG,PPD BENTONG,SMK,CEB0017,SEKOLAH MENENGAH KEBANGSAAN TELEMONG,KAMPUNG TELEMONG,28620,KARAK,092399788,092399788,CEB0017@moe.edu.my,Luar Bandar,128,21,TIADA,ADA,102.087694,3.288485125
PAHANG,PPD BENTONG,SMK,CEB0019,SEKOLAH MENENGAH KEBANGSAAN KETARI,JALAN KUALA LUMPUR,28700,BENTONG,092221278,092235571,CEB0019@moe.edu.my,Bandar,702,84,ADA,ADA,101.9130575,3.50226783
PAHANG,PPD BENTONG,SMK,CEB0020,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,"D/A SMK KATHOLIK, JALAN KETARI",28700,BENTONG,092221505,092221505,CEB0020@moe.edu.my,Bandar,465,41,TIADA,ADA,101.9138778,3.519048245
PAHANG,PPD BENTONG,SMK,CEB0021,SEKOLAH MENENGAH KEBANGSAAN KHAI MUN,"PETI SURAT 18 , CHAMANG BARU",28700,BENTONG,092221137,092223439,CEB0021@moe.edu.my,Bandar,608,52,TIADA,ADA,101.8988238,3.531907102
PAHANG,PPD CAMERON HIGHLANDS,SMK,CEB1003,SEKOLAH MENENGAH KEBANGSAAN SULTAN AHMAD SHAH,"PERSIARAN DAYANG ENDAH, TANAH RATA",39000,CAMERON HIGHLANDS,054911018,054914922,CEB1003@moe.edu.my,Bandar,918,94,ADA,ADA,101.3834234,4.469568197
PAHANG,PPD LIPIS,SMK,CEB3038,SEKOLAH MENENGAH KEBANGSAAN SETIA WANGSA,"KM4, JALAN LIPIS/BENTA",27200,KUALA LIPIS,093101221,093101220,CEB3038@moe.edu.my,Luar Bandar,281,36,TIADA,ADA,102.037,4.16604
PAHANG,PPD LIPIS,SMK,CEB3039,SEKOLAH MENENGAH KEBANGSAAN CHUNG HWA,JALAN DATO' MAHMUD SG.KERPAN,27200,KUALA LIPIS,093121458,093121458,CEB3039@moe.edu.my,Luar Bandar,264,29,TIADA,ADA,102.046,4.18622
PAHANG,PPD KUANTAN,SMK,CEB4032,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABU BAKAR,JALAN BESERAH,25300,KUANTAN,095665759,095685627,CEB4032@moe.edu.my,Bandar,1001,108,TIADA,ADA,103.33989,3.82554
PAHANG,PPD KUANTAN,SMK,CEB4033,SEKOLAH MENENGAH KEBANGSAAN ST THOMAS,JALAN BESERAH,25300,KUANTAN,095687006,095687820,CEB4033@moe.edu.my,Bandar,180,32,TIADA,ADA,103.33078,3.81301
PAHANG,PPD KUANTAN,SMK,CEB4034,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,JALAN GAMBUT,25000,KUANTAN,095131989,095133469,CEB4034@moe.edu.my,Bandar,447,41,TIADA,ADA,103.32907,3.81222
PAHANG,PPD KUANTAN,SMK,CEB4035,SEKOLAH MENENGAH KEBANGSAAN AIR PUTIH,JALAN AIR PUTIH,25300,KUANTAN,095661092,095671241,CEB4035@moe.edu.my,Bandar,1573,101,TIADA,ADA,103.33885,3.8285
PAHANG,PPD KUANTAN,SMK,CEB4036,SEKOLAH MENENGAH KEBANGSAAN TANAH PUTEH,JALAN TANAH PUTIH,25100,KUANTAN,095131182,095149796,CEB4036@moe.edu.my,Bandar,1814,124,TIADA,ADA,103.31685,3.79403
PAHANG,PPD KUANTAN,SMK,CEB4040,SEKOLAH MENENGAH KEBANGSAAN SERI MAHKOTA,"KM 16, JLN  GAMBANG",25150,KUANTAN,095381461,095397159,CEB4040@moe.edu.my,Bandar,1066,84,TIADA,ADA,103.19953,3.75678
PAHANG,PPD KUANTAN,SMK,CEB4069,SEKOLAH MENENGAH KEBANGSAAN TENGKU AFZAN,ALOR AKAR,25050,KUANTAN,095664752,095681605,CEB4069@moe.edu.my,Bandar,516,60,TIADA,ADA,103.35719,3.82441
PAHANG,PPD RAUB,SMK,CEB6026,SEKOLAH MENENGAH KEBANGSAAN MAHMUD,JALAN TRAS,27600,RAUB,093551046,093559457,CEB6026@moe.edu.my,Bandar,588,97,TIADA,ADA,101.86098,3.78839
PAHANG,PPD RAUB,SMK,CEB6027,SEKOLAH MENENGAH KEBANGSAAN DATO SHAHBANDAR HUSSAIN,JALAN CHEROH,27600,RAUB,093551477,093551477,CEB6027@moe.edu.my,Bandar,366,48,ADA,ADA,101.85032,3.80289
PAHANG,PPD RAUB,SMK,CEB6028,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,JALAN CHEROH,27600,RAUB,093551512,093551512,CEB6028@moe.edu.my,Bandar,191,30,TIADA,ADA,101.85064,3.79959
PAHANG,PPD RAUB,SMK,CEB6029,SEKOLAH MENENGAH KEBANGSAAN CHUNG CHING,JALAN PEKELILING,27600,RAUB,093501120,093501122,CEB6029@moe.edu.my,Bandar,806,71,TIADA,ADA,101.85712,3.79832
PAHANG,PPD RAUB,SMK,CEB6030,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RUAN,SUNGAI RUAN,27500,RAUB,093686227,093687033,CEB6030@moe.edu.my,Luar Bandar,478,47,TIADA,ADA,101.94197,3.80997
PAHANG,PPD TEMERLOH,SMK,CEB7068,SEKOLAH MENENGAH KEBANGSAAN ABU BAKAR,JALAN TEMERLOH-MENTAKAB,28000,TEMERLOH,092961260,092967450,CEB7068@moe.edu.my,Bandar,1035,95,TIADA,ADA,102.4102331,3.453413839
PAHANG,PPD TEMERLOH,SMK,CEB7069,SEKOLAH MENENGAH KEBANGSAAN SERI BAHAGIA,JALAN BAHAGIA,28000,TEMERLOH,092967488,092961488,CEB7069@moe.edu.my,Bandar,392,39,TIADA,ADA,102.407,3.44523
PAHANG,PPD TEMERLOH,SMK,CEB7071,SEKOLAH MENENGAH KEBANGSAAN HWA LIAN,JALAN KARAK,28400,MENTAKAB,092771146,092701148,CEB7071@moe.edu.my,Bandar,1364,94,TIADA,ADA,102.3389573,3.481967763
PAHANG,PPD BERA,SMK,CEBA072,SEKOLAH MENENGAH KEBANGSAAN TRIANG,JALAN MENGKUANG,28300,TRIANG,092507351,092506935,CEBA072@moe.edu.my,Bandar,1336,100,TIADA,ADA,102.422,3.25099
PAHANG,PPD BENTONG,SMK,CEE0016,SEKOLAH MENENGAH KEBANGSAAN KARAK,JALAN BESAR KARAK,28600,KARAK,092312770,092313669,CEE0016@moe.edu.my,Luar Bandar,831,74,ADA,ADA,102.037,3.41178
PAHANG,PPD BENTONG,SMK,CEE0018,SEKOLAH MENENGAH KEBANGSAAN SULAIMAN,"KM 4, JALAN KUALA LUMPUR",28700,BENTONG,092221046,092220200,CEE0018@moe.edu.my,Bandar,565,79,TIADA,ADA,101.9106897,3.49973155
PAHANG,PPD JERANTUT,SMK,CEE2032,SEKOLAH MENENGAH KEBANGSAAN JERANTUT,JALAN TEMBELING,27000,JERANTUT,092662255,092662879,CEE2032@moe.edu.my,Bandar,1194,109,TIADA,ADA,102.3655904,3.949053363
PAHANG,PPD LIPIS,SMK,CEE3033,SEKOLAH MENENGAH KEBANGSAAN PANGLIMA GARANG ABDUL SAMAD,BUDU,27310,BENTA,093101262,093124437,CEE3033@moe.edu.my,Luar Bandar,203,30,TIADA,ADA,101.998,3.99754
PAHANG,PPD LIPIS,MODEL KHAS,CEE3037,SEKOLAH MENENGAH KEBANGSAAN CLIFFORD,KM 1 JALAN LIPIS-RAUB,27200,KUALA LIPIS,093101242,093101241,CEE3037@moe.edu.my,Luar Bandar,740,86,TIADA,ADA,102.056027,4.179897
PAHANG,PPD KUANTAN,SMK,CEE4039,SEKOLAH MENENGAH KEBANGSAAN SUNGAI LEMBING,"KM 0.1, SG LEMBING",26200,SUNGAI LEMBING,095411334,095412259,CEE4039@moe.edu.my,Luar Bandar,445,49,ADA,ADA,103.03372,3.91407
PAHANG,PPD KUANTAN,SBP,CEE4070,SEKOLAH MENENGAH SAINS SULTAN HAJI AHMAD SHAH,KM 12 JLN GAMBANG,25150,KUANTAN,095381223,095384407,CEE4070@moe.edu.my,Bandar,695,62,TIADA,ADA,103.23487,3.7682
PAHANG,PPD PEKAN,SMK,CEE5062,SEKOLAH MENENGAH KEBANGSAAN SULTAN AHMAD,JALAN ROMPIN LAMA,26600,PEKAN,094221252,094226121,CEE5062@moe.edu.my,Bandar,533,72,TIADA,ADA,103.393655,3.487331
PAHANG,PPD TEMERLOH,SMK,CEE7070,SEKOLAH MENENGAH KEBANGSAAN MENTAKAB,JALAN PEKELILING,28400,MENTAKAB,092771155,092772535,CEE7070@moe.edu.my,Bandar,739,95,ADA,ADA,102.351,3.48123
PAHANG,PPD JERANTUT,SM SABK,CFT2001,SMA KOTA GELANGGI 3,FELDA KOTA GELANGGI 3,27000,JERANTUT,092051555,092051104,CFT2001@moe.edu.my,Luar Bandar,85,29,TIADA,ADA,102.5967436,3.925345687
PAHANG,PPD JERANTUT,SM SABK,CFT2002,SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN,"KM 7 JALAN BENTA, KAMPUNG SUNGAI BADAK",27000,JERANTUT,092666925,TIADA,CFT2002@moe.edu.my,Bandar,86,29,TIADA,ADA,102.3000717,3.929793008
PAHANG,PPD LIPIS,SM SABK,CFT3001,SMA AL-ITTIHADIAH,KG. RELAI KERAMBIT,27200,KUALA LIPIS,093129537,093129055,CFT3001@moe.edu.my,Luar Bandar,129,30,TIADA,ADA,102.178012,4.089911
PAHANG,PPD KUANTAN,SM SABK,CFT4001,SEKOLAH MENENGAH AGAMA AL MAARIF,FELDA BUKIT GOH,26050,KUANTAN,095476151,095476170,CFT4001@moe.edu.my,Bandar,352,40,TIADA,ADA,103.25407,3.90659
PAHANG,PPD KUANTAN,SM SABK,CFT4002,MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH,"LOT 116, KAMPUNG PELINDUNG, BESERAH",26100,KUANTAN,095445951,095445951,CFT4002@moe.edu.my,Bandar,144,36,TIADA,ADA,103.36594,3.84928
PAHANG,PPD TEMERLOH,SM SABK,CFT7001,MADRASAH TARBIAH ISLAMIAH,"KAMPONG CHATIN, MENTAKAB",28400,TEMERLOH,092771745,,CFT7001@moe.edu.my,Bandar,202,32,TIADA,ADA,102.3615171,3.478109
PAHANG,PPD ROMPIN,SM SABK,CFT8001,SMA AL-HASANAH,BANDAR TUN RAZAK,26900,TUN RAZAK,094458088,094458088,CFT8001@moe.edu.my,Bandar,257,28,TIADA,ADA,102.885,2.90481
PAHANG,PPD MARAN,SM SABK,CFT9001,SMA AL MAHMUDI,PONDOK AMAN KM 108 JALAN MARAN KAMPUNG AWAH,28030,MARAN,092987712,092987712,CFT9001@moe.edu.my,Luar Bandar,279,38,TIADA,ADA,102.548,3.50704
PAHANG,PPD BENTONG,KV,CHA0002,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,"KM 6, JALAN KUALA LUMPUR",28700,BENTONG,092225466,092233089,CHA0002@moe.edu.my,Bandar,781,104,TIADA,ADA,101.915,3.48519
PAHANG,PPD LIPIS,KV,CHA3002,KOLEJ VOKASIONAL SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH,"KM 13, JALAN LIPIS-RAUB",27200,KUALA LIPIS,093227955,093227389,CHA3002@moe.edu.my,Luar Bandar,475,97,TIADA,ADA,102.006,4.09409
PAHANG,PPD KUANTAN,KV,CHA4001,KOLEJ VOKASIONAL KUANTAN,JALAN TENGKU MUHAMMAD,25050,KUANTAN,095661705,095660940,CHA4001@moe.edu.my,Bandar,781,117,TIADA,ADA,103.35662,3.82583
PAHANG,PPD KUANTAN,SM KHAS,CHA4002,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL KUANTAN,"LOT 1909-1408, MUKIM KUALA KUANTAN",25200,KUANTAN,095474049,095474051,CHA4002@moe.edu.my,Bandar,214,94,TIADA,TIADA,103.255541,3.856141
PAHANG,PPD TEMERLOH,KV,CHA7001,KOLEJ VOKASIONAL PUTERI,KM 5 JALAN MENTAKAB,28000,TEMERLOH,092961246,092965325,CHA7001@moe.edu.my,Luar Bandar,204,47,TIADA,ADA,102.3866528,3.4679151
PAHANG,PPD TEMERLOH,KV,CHA7002,KOLEJ VOKASIONAL TEMERLOH,SIMPANG SANGGANG,28020,TEMERLOH,092846344,092846345,CHA7002@moe.edu.my,Luar Bandar,644,104,TIADA,ADA,102.395,3.51991
PAHANG,PPD ROMPIN,KV,CHA8001,KOLEJ VOKASIONAL SULTAN AHMAD SHAH,JALAN ENDAU/ROMPIN,26800,KUALA ROMPIN,094146622,094141988,CHA8001@moe.edu.my,Luar Bandar,575,116,TIADA,ADA,103.499,2.76376
PAHANG,PPD ROMPIN,KV,CHA8002,KOLEJ VOKASIONAL MUADZAM SHAH,"JALAN ISTANA, PINGGIR PELANGI",26700,MUADZAM SHAH,094522788,094523304,CHA8002@moe.edu.my,Luar Bandar,438,65,TIADA,ADA,103.098,3.06383
PAHANG,PPD MARAN,KV,CHA9001,KOLEJ VOKASIONAL (PERTANIAN) CHENOR,BANDAR BARU CHENOR,28100,CHENOR,092995330,092996360,CHA9001@moe.edu.my,Luar Bandar,549,137,TIADA,ADA,102.586,3.4838
PAHANG,PPD KUANTAN,SMT,CKE4037,SEKOLAH MENENGAH TEKNIK KUANTAN,JALAN TENGKU MUHAMAD,25050,KUANTAN,095601442,095662420,CKE4037@moe.edu.my,Bandar,598,58,TIADA,ADA,103.35491,3.82594
PAHANG,PPD BENTONG,SBP,CRA0001,SEKOLAH MENENGAH AGAMA PERSEKUTUAN BENTONG,FELDA MEMPAGA,28600,KARAK,092221898,092221841,CRA0001@moe.edu.my,Bandar,772,137,TIADA,ADA,101.973,3.53234
PAHANG,PPD JERANTUT,SMKA,CRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA TENGKU AMPUAN HAJJAH AFZAN PAHANG,"KM 4, JALAN JERANTUT-TEMERLOH",27000,JERANTUT,092663330,092667472,CRA2001@moe.edu.my,Bandar,682,69,TIADA,ADA,102.384799,3.923609
PAHANG,PPD LIPIS,SMKA,CRA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KUALA LIPIS,"LOT 10212, MUKIM PENJOM",27200,KUALA LIPIS,093230405,093230435,cra3001@moe.edu.my,Luar Bandar,546,49,TIADA,ADA,101.9869418,4.061088833
PAHANG,PPD KUANTAN,SBP,CRA4001,SEKOLAH BERASRAMA PENUH INTEGRASI KUANTAN,BANDAR INDERA MAHKOTA,25200,KUANTAN,095733994,095736993,CRA4001@moe.edu.my,Bandar,563,58,TIADA,ADA,103.287637,3.826745
PAHANG,PPD PEKAN,SBP,CRA5001,SEKOLAH BERASRAMA PENUH INTEGRASI TUN ABDUL RAZAK,PULAU SERAI,26600,PEKAN,094101010,094101030,CRA5001@moe.edu.my,Bandar,500,52,TIADA,ADA,103.39,3.56444
PAHANG,PPD TEMERLOH,SBP,CRA7001,SEKOLAH BERASRAMA PENUH INTEGRASI TEMERLOH,JALAN JERANTUT,28010,TEMERLOH,092847889,,CRA7001@moe.edu.my,Luar Bandar,573,52,TIADA,ADA,102.391,3.56009
PAHANG,PPD ROMPIN,SMKA,CRA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA PAHANG,JALAN SEKOLAH AGAMA,26700,MUADZAM SHAH,094523901,094525370,CRA8001@moe.edu.my,Luar Bandar,537,59,TIADA,ADA,103.074787,3.073405
KELANTAN,PPD BACHOK,SMK,DEA0031,SEKOLAH MENENGAH KEBANGSAAN BERIS PANCHOR,TAWANG,16320,BACHOK,097767093,097768786,DEA0031@moe.edu.my,Bandar,1110,92,TIADA,ADA,102.351,6.1096
KELANTAN,PPD BACHOK,SMK,DEA0032,SEKOLAH MENENGAH KEBANGSAAN NIPAH,JALAN  NIPAH,16300,BACHOK,097787304,097788277,DEA0032@moe.edu.my,Bandar,439,45,TIADA,ADA,102.402,6.05433
KELANTAN,PPD BACHOK,SMK,DEA0033,SEKOLAH MENENGAH KEBANGSAAN BADAK,CABANG TIGA MELAWI,16310,BACHOK,097787411,097787410,DEA0033@moe.edu.my,Bandar,822,87,TIADA,ADA,102.401,6.02198
KELANTAN,PPD BACHOK,SMK,DEA0034,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,BERIS KUBOR BESAR,16350,BACHOK,097788358,097783303,DEA0034@moe.edu.my,Bandar,975,103,ADA,ADA,102.368,6.07701
KELANTAN,PPD BACHOK,SMK,DEA0035,SEKOLAH MENENGAH KEBANGSAAN PUTERI SAADONG,BUKIT MARAK,16030,KOTA BHARU,097652276,097658317,DEA0035@moe.edu.my,Bandar,862,68,TIADA,ADA,102.316,6.03845
KELANTAN,PPD BACHOK,SMK,DEA0036,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,JELAWAT,16370,BACHOK,097787400,097787401,DEA0036@moe.edu.my,Bandar,836,76,ADA,ADA,102.37,6.01002
KELANTAN,PPD BACHOK,SMK,DEA0037,SEKOLAH MENENGAH KEBANGSAAN PAK BADOL,"KG. PAK BADOL,MELOR",16400,KOTA BHARU,097835303,097831028,DEA0037@moe.edu.my,Bandar,711,65,TIADA,ADA,102.305,5.94235
KELANTAN,PPD BACHOK,SMK,DEA0038,SEKOLAH MENENGAH KEBANGSAAN SRI GUNUNG,"BUKIT CHENDA,GUNONG",16390,BACHOK,097825225,097825226,DEA0038@moe.edu.my,Bandar,875,99,ADA,ADA,102.352,5.99238
KELANTAN,PPD BACHOK,SMK,DEA0039,SEKOLAH MENENGAH KEBANGSAAN KANDIS,"KG KANDIS, TELONG",16310,BACHOK,097787298,097787290,DEA0039@moe.edu.my,Bandar,818,64,TIADA,ADA,102.438,5.95803
KELANTAN,PPD BACHOK,SMK,DEA0040,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,KAMPUNG TANGOK,16300,BACHOK,01165733739,TIADA,DEA0040@moe.edu.my,Bandar,659,72,TIADA,ADA,102.393,6.0116
KELANTAN,PPD BACHOK,SMK,DEA0041,SEKOLAH MENENGAH KEBANGSAAN KUBANG TELAGA,"KG KUBANG TELAGA, JALAN GUNUNG, JELOR",16390,BACHOK,01165734573,TIADA,DEA0041@moe.edu.my,Bandar,444,52,TIADA,ADA,102.357,5.93191
KELANTAN,PPD BACHOK,SMK,DEA0042,SEKOLAH MENENGAH KEBANGSAAN TERATAK PULAI,BACHOK,16370,BACHOK,097825410,097825412,DEA0042@moe.edu.my,Bandar,344,38,TIADA,ADA,102.345,6.00978
KELANTAN,PPD BACHOK,SMK,DEA0043,SEKOLAH MENENGAH KEBANGSAAN KUBANG GOLOK,KAMPONG KUBANG GOLOK,16300,BACHOK,01165733936,097780498,DEA0043@moe.edu.my,Bandar,398,34,TIADA,ADA,102.379,6.10418
